ISBN13,Author
9.7806E+12,Anya Weinstein
9.78031E+12,Michael Newton
9.78014E+12,"Charles Dickens,Jeremy Tambling,Hablot K. Browne"
9.78015E+12,Han Nolan
9.78059E+12,Cynthia Voigt
9.78069E+12,James Howe
9.78037E+12,Natalie Babbitt
9.78326E+12,Patrick Süskind
9.78043E+12,Michael Kilian
9.78068E+12,Iyanla Vanzant
9.78069E+12,Robin McKinley
9.78068E+12,Judith Viorst
9.78068E+12,"David Gardner,Tom Gardner"
9.78055E+12,"Leo Tolstoy,Lynn Solotaroff,Ronald Blythe"
9.78157E+12,"Harold N., M.D. Levinson"
9.78038E+12,Kay Redfield Jamison
9.78067E+12,M. Scott Peck
9.78006E+12,Martha Manning
9.78052E+12,Judith Kelman
9.78014E+12,Ian Irvine
9.7836E+12,"Leon Garfield,Baz Luhrmann,Craig Pearce,William Sh"
9.7836E+12,Eva Heller
9.78038E+12,Mary Stewart
9.78081E+12,Joanna Russ
9.78079E+12,Dwight Yoakam
9.78035E+12,Harold Bloomfield M.D.
9.78076E+12,Sharon Janis
9.78081E+12,Joy Sikorski
9.78094E+12,Wu Wei
9.78014E+12,"A. A. Milne,Ernest H. Shepard"
9.78055E+12,Carson McCullers
9.78055E+12,Carson McCullers
9.78067E+12,Stephen R. Covey
9.78055E+12,Ram Dass
9.78006E+12,"Karen Casey,Harpersanfrancisco"
9.78067E+12,Dave Marsh
9.78006E+12,Wayne W. Dyer
9.78006E+12,Steve Hagen
9.78092E+12,Dan Millman
9.78156E+12,John Bradshaw
9.78019E+12,"Henry David Thoreau,Stephen Fender"
9.78157E+12,Gail McMeekin
9.78074E+12,Marc Gafni
9.78079E+12,Jon Kabat-Zinn
9.78156E+12,"Michael Toms,Keith Jarrett,Natalie Goldberg,Julia"
9.78045E+12,"Jeffrey E. Young,Janet S. Klosko,Aaron T. Beck"
9.78032E+12,John Chaffee
9.78088E+12,Thomas Ayres
9.78068E+12,Stephen Crane
9.78157E+12,Patricia Lynn Reilly
9.78157E+12,Mark Nepo
9.78035E+12,Barbara Sher
9.78085E+12,Max Lucado
9.78076E+12,John A. Tracy CPA
9.78346E+12,Christine Westermann
9.7835E+12,Rita Mae Brown
9.78345E+12,David Sedaris
9.78038E+12,Petru Popescu
9.78038E+12,James Rollins
9.78055E+12,Crawford Kilian
9.78039E+12,"Johann Wolfgang Von Goethe,Walter Kaufmann,Walter"
9.78084E+12,Jack Gaver
9.78045E+12,Tennessee Williams
9.78006E+12,"David Copperfield,Janet Berliner"
9.78014E+12,William M Thackeray
9.78346E+12,"Nick Hornby,Clara Drechsler,Harald Hellmann"
9.78006E+12,Norman F. Cantor
9.78189E+12,"Stephen Jones,Peter Israel"
9.78093E+12,Peter McWilliams
9.78068E+12,Lesley Hazleton
9.78016E+12,Roy Blount Jr.
9.78068E+12,Ivan Doig
9.78067E+12,Rachel Simon
9.78087E+12,Sherman Alexie
9.7802E+12,"Keith Haviland,Dina Gray,Ben Salama"
9.7806E+12,Jennifer Niederst
9.78157E+12,David G. Hartwell
9.78076E+12,"Phillip Giroux,Bob Beckstrom,Lance Walheim,The Edi"
9.78067E+12,"Roland E. Larson,Bruce H. Edwards,Robert P. Hostet"
9.78283E+12,Berlitz Guides
9.78156E+12,Janette Oke
9.78038E+12,Isaac Adamson
9.78081E+12,Robert Jordan
9.78068E+12,Helen Prejean
9.78032E+12,Janet Fitch
9.78055E+12,Ray Bradbury
9.78044E+12,L.M. Boyd
9.78207E+12,Jean-Paul Sartre
9.78055E+12,John Steinbeck
9.78081E+12,Brian Freemantle
9.78067E+12,Jack Higgins
9.78159E+12,"Mark Arax,Rick Wartzman"
9.78156E+12,"Armin A. Brott,Jennifer Ash"
9.78045E+12,Jane Smiley
9.78055E+12,Agatha Christie
9.78002E+12,Ernest Hemingway
9.78014E+12,Mick Jackson
9.78014E+12,Pierre Boulle
9.78043E+12,Timothy Egan
9.78155E+12,Bill Richardson
9.78038E+12,Julie Hecht
9.78014E+12,Ursula K. Le Guin
9.78014E+12,Nicolas Freeling
9.78067E+12,Jody Lynn Nye
9.78067E+12,John Feinstein
9.78045E+12,Walter Mercado
9.78071E+12,PAUL (ED) ATTERBURY
9.78087E+12,"Herman J. Viola,Jan S. Danis,Carolyn J. Margolis"
9.78088E+12,"Kenneth Copeland,Gloria Copeland"
9.78038E+12,Dennis Lehane
9.78081E+12,James F. Dunnigan
9.78031E+12,Alex Kershaw
9.78043E+12,Clay Reynolds
9.78157E+12,Heather MacDonald
9.7804E+12,Tom Clancy
9.7804E+12,Tom Clancy
9.78087E+12,Tom Clancy
9.78006E+12,Joseph Wambaugh
9.78022E+12,Tom Wolfe
9.78068E+12,William Styron
9.78157E+12,Lauren Steinhauer
9.78045E+12,Anne D. LeClaire
9.78014E+12,"Laura Miller,Adam Begley"
9.78039E+12,Daniel J. Boorstin
9.78089E+12,"James C. Collins,Jerry I. Porras"
9.78068E+12,Martin Amis
9.78083E+12,"Shunryu Suzuki,Trudy Dixon,Richard Baker,Huston Sm"
9.78084E+12,"Alice Joyce Davidson,Victoria Marshall"
9.78067E+12,"Richard Marcinko,John Weisman"
9.78091E+12,Bill Barnes
9.78079E+12,Peter Haining
9.78081E+12,Clair Alan Brown
9.78039E+12,"Eric A. Kimmel,Jon Goodell"
9.78159E+12,Kristoffer J. Buquet
9.78043E+12,"Tom Clancy,Steve Pieczenik"
9.78084E+12,Dorit Bader Whiteman
9.78081E+12,Corey Sandler
9.78068E+12,Richard Ellis
9.78067E+12,Jane Fonda
9.78044E+12,"Louise Bates Ames,Frances L. Ilg"
9.78074E+12,Greg Iles
9.78019E+12,"Charlotte Brontï¿1/2,Margaret Smith"
9.7804E+12,Nora Roberts
9.7807E+12,Moya Costello
9.78061E+12,Neal Stephenson
9.78055E+12,Ellen Kushner
9.78158E+12,"Faith Conlon,Ingrid Emerick,Christina Henry De Tes"
9.78155E+12,Judith Arnold
9.78038E+12,Darryl Reanney
9.78006E+12,Louise Fitzhugh
9.78069E+12,Meg Cabot
9.78006E+12,Lisa Scottoline
9.78081E+12,Andrew M. Greeley
9.78006E+12,Richard Shenkman
9.78032E+12,James Burke
9.78089E+12,Sark
9.78088E+12,Dion Fortune
9.78188E+12,Noam Chomsky
9.78081E+12,Dave Barry
9.78189E+12,"Kenneth W. Royce,Boston T. Party"
9.78038E+12,Stephen J. Cannell
9.78035E+12,Richard Preston
9.78067E+12,Robert McCammon
9.78035E+12,Jonathan Kellerman
9.78038E+12,Ben Bova
9.78157E+12,"Robert Shea,Robert Anton Wilson"
9.78045E+12,James Patterson
9.78184E+12,Monica McInerney
9.78086E+12,Lynn Coady
9.78067E+12,Tracy Kidder
9.78031E+12,"Terri Windling,Ellen Datlow"
9.78044E+12,Ben Jeapes
9.78045E+12,James A. Michener
9.78037E+12,"Henry Roth,Alfred Kazin,Hana Wirth-Nesher"
9.78044E+12,John Marsden
9.78157E+12,Nick Hornby
9.78044E+12,Laurell K. Hamilton
9.78044E+12,Laurell K. Hamilton
9.78031E+12,Clifford A. Pickover
9.7809E+12,Arundhati Roy
9.78045E+12,"Jane Austen,Joann Morse"
9.78014E+12,Ken Kesey
9.78084E+12,Stefan Zweig
9.78187E+12,Kerstin Ekman
9.78006E+12,Marian Keyes
9.78055E+12,Marilyn Pappano
9.78037E+12,Carly Phillips
9.78037E+12,Carly Phillips
9.78037E+12,Carly Phillips
9.78038E+12,Stephanie Laurens
9.78038E+12,Stephanie Laurens
9.78038E+12,Stephanie Laurens
9.78031E+12,"Janet Evanovich,Charlotte Hughes"
9.78006E+12,Victoria Alexander
9.78044E+12,Mary Balogh
9.78045E+12,Carly Phillips
9.78006E+12,Hailey North
9.78055E+12,Jane Feather
9.78037E+12,Karen Anders
9.78037E+12,Kristin Hardy
9.78037E+12,Nora Roberts
9.78155E+12,Joan Johnston
9.78082E+12,Amanda Scott
9.78082E+12,Amanda Scott
9.78037E+12,Nora Roberts
9.78038E+12,Karen Ranney
9.78155E+12,Candace Camp
9.78038E+12,Michele Albert
9.78051E+12,Robin Wells
9.78038E+12,Catherine Anderson
9.78055E+12,Josie Litton
9.78155E+12,Carla Neggers
9.7808E+12,Suzanne Brockmann
9.78044E+12,Christopher Reich
9.78093E+12,Peter McWilliams
9.78055E+12,"John Roger,Peter McWilliams"
9.78156E+12,PC LEARNING LAB
9.78072E+12,Martin Gardner
9.78089E+12,Kristen Britain
9.78045E+12,Richard Adams
9.78038E+12,Isaac Asimov
9.78081E+12,Charles J. Keating
9.78038E+12,Oliver Sacks
9.78059E+12,"Debbie Dadey,Marcia T. Jones,John Steven Gurney"
9.7804E+12,Jane Resh Thomas
9.78045E+12,Carolyn Keene
9.78045E+12,Carolyn Keene
9.78059E+12,Ann M. Martin
9.78045E+12,Carolyn Keene
9.78045E+12,Carolyn Keene
9.78044E+12,Lauren Brooke
9.78044E+12,Lauren Brooke
9.78044E+12,Lauren Brooke
9.78075E+12,Judy Tatchell
9.78059E+12,L. Moeri
9.78059E+12,Nicholas Edwards
9.78068E+12,Stan Berenstain
9.78068E+12,"Stan Berenstain,Jan Berenstain"
9.78059E+12,Janni Lee Simner
9.78045E+12,Mike Jahn
9.78067E+12,Gorman
9.78038E+12,"Claire Rudolf Murphy,Various"
9.78044E+12,Mary Jane Auch
9.78067E+12,Judy Richter
9.78059E+12,Pam Ryan
9.78044E+12,"Mary Stanton,D. Craig"
9.78044E+12,Mary Stanton
9.78044E+12,Mary Stanton
9.78044E+12,Mary Stanton
9.78052E+12,"David Burn,Cecilia Fitzsimons"
9.78059E+12,Robert Westall
9.78044E+12,Mildred D. Taylor
9.78094E+12,Judy Alter
9.78044E+12,Caroline B. Cooney
9.78038E+12,Will Hobbs
9.78043E+12,Agatha Christie
9.78006E+12,Lange Lewis
9.78045E+12,Alistair Maclean
9.78044E+12,Antonia Fraser
9.78067E+12,Francesca Stanfill
9.78043E+12,Joyce E. Strom-Paikin RN
9.78067E+12,Terry Carr
9.78014E+12,H. E. Bates
9.78043E+12,William McGivern
9.78067E+12,Robert Goddard
9.78067E+12,V.C. Andrews
9.78067E+12,V.C. Andrews
9.78067E+12,V.C. Andrews
9.78037E+12,Nancy Martin
9.78038E+12,Bruce Nicolaysen
9.78043E+12,Tom Clancy
9.78055E+12,M. M. Kaye
9.78038E+12,C. Peterson
9.78087E+12,Pricilla Hamilton
9.78055E+12,John Saul
9.78067E+12,Sanders
9.78067E+12,Timothy Zahn
9.78013E+12,James Martin
9.78067E+12,"Louis W. Storms IV,Scott J. Peterson (MCSD MCT)"
9.78014E+12,James Martin
9.78014E+12,Gary J. Nutt
9.78907E+12,Wout J Hofman
9.78047E+12,Peter Lawrence
9.78006E+12,"Shel Silverstein,Shel Silverstein"
9.78015E+12,Janell Cannon
9.7807E+12,Patricia Polacco
9.78006E+12,"Laura Ingalls Wilder,Renee Graef"
9.78059E+12,David Kirk
9.78075E+12,Luanne Rice
9.78186E+12,Robert Nisbet
9.78014E+12,Sarah Dessen
9.78095E+12,Brian Gallagher
9.78035E+12,Candace Bushnell
9.78075E+12,Susanna Tamaro
9.78014E+12,"Roald Dahl,John Lawrence"
9.78044E+12,Thomas H. Cook
9.78184E+12,Algernon B. Mitford
9.78034E+12,James Clavell
9.78038E+12,Linda Piazza
9.78081E+12,Whitley Strieber
9.78067E+12,V.C. Andrews
9.78067E+12,V.C. Andrews
9.78001E+12,Cynthia Blair
9.78043E+12,Nicholas Pine
9.78006E+12,Janice Harrell
9.78038E+12,"Ellen Datlow,Terri Windling"
9.78067E+12,V.C. Andrews
9.78067E+12,V.C. Andrews
9.78185E+12,Robert Browning
9.78159E+12,P.G. Wodehouse
9.78184E+12,Rick Beech
9.78973E+12,Rui Nunes
9.78972E+12,Mia Couto
9.78E+12,Rhidian Brook
9.78038E+12,Joseph Mitchell
9.78038E+12,Steven Millhauser
9.78972E+12,Mia Couto
9.78972E+12,Eca De Quieros
9.78003E+12,James Finn Garner
9.78037E+12,Lucy Ellmann
9.78087E+12,Jeremy Narby
9.78035E+12,Doris R. Meredith
9.78053E+12,Roger A. Caras
9.78067E+12,Alice Walker
9.78006E+12,Bernie S. Siegel
9.78006E+12,Jay Winik
9.7804E+12,James Carroll
9.78379E+12,"R. L. Stine,Johanna Ellsworth"
9.78039E+12,E. Lynn Harris
9.78014E+12,Caroline MacDonald
9.78157E+12,Jane Austen
9.78087E+12,"Tristine Rainer,Anaïs Nin"
9.78006E+12,Sue Monk Kidd
9.78077E+12,Darien Cooper
9.78156E+12,Ken J. Roberts
9.78088E+12,"Joyce Rupp,Jane Pitz"
9.78087E+12,Mark E. Thibodeaux
9.78157E+12,Claire Cloninger
9.7809E+12,Evelyn Christenson
9.7814E+12,Loretta LaRoche
9.78083E+12,Lyn Holley Doucet
9.78006E+12,Macrina Wiederkehr
9.78082E+12,Paula D'Arcy
9.78045E+12,Brian Harper
9.78043E+12,"Jeff Rovin,Tom  Clancy,Steve  Pieczenik"
9.78067E+12,"Clive Cussler,Paul Kemprecos"
9.78068E+12,Wes Craven
9.7804E+12,Karen Joy Fowler
9.78033E+12,Umberto Eco
9.78052E+12,"Charles Mackay,Andrew Tobias"
9.78069E+12,Janine M. Benyus
9.78155E+12,Cindy Stone
9.78159E+12,"Frances Moore Lappe,Anna Lappé"
9.78068E+12,Paul Bowles
9.78014E+12,Eva Hoffman
9.78157E+12,Rainer Maria Rilke
9.78014E+12,"James Joyce,Declan Kiberd"
9.78001E+12,Desmond Bagley
9.78014E+12,Richard Adams
9.78084E+12,Lynsay Sands
9.78189E+12,Robert Kaplow
9.78055E+12,Emily Carmichael
9.78355E+12,CLAMP
9.78355E+12,CLAMP
9.78355E+12,"Kaori Yuki,Nina Olligschläger"
9.78355E+12,Kazushi Hagiwara
9.78325E+12,Robert Gernhardt
9.78387E+12,Florian Illies
9.78315E+12,"Niccolò Machiavelli,Philipp Rippel,Philipp Rippel"
9.78386E+12,Fatima Igramhan-Parsons
9.78055E+12,Robert Pirsig
9.78035E+12,Jacques Vallee
9.78055E+12,James Herriot
9.78084E+12,Josh McDowell
9.7808E+12,Kristen Stagg
9.78068E+12,Richard Paul Evans
9.78157E+12,Jesse Lee Kercheval
9.78031E+12,"James Herriot,Ruth Brown"
9.78014E+12,Jim Trelease
9.78031E+12,"James Herriot,Peter Barrett"
9.78067E+12,Christina Hoff-Sommers
9.78077E+12,Joseph Kanon
9.78006E+12,Cal Thomas
9.78006E+12,Laura C. Schlessinger
9.78088E+12,Ted Andrews
9.78037E+12,Bevarly
9.78082E+12,Suzi Golden
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78156E+12,Robin Jones Gunn
9.78037E+12,Liz Fielding
9.7804E+12,Amy Wallace
9.7804E+12,"Laura Scribner Kastner,Jennifer F. Wyatt"
9.78083E+12,"Isabel Stanley,James Duncan"
9.78093E+12,"Charles G. Waugh,Frank McSherry,Charles Waugh,Mart"
9.78069E+12,Cynthia Voigt
9.78045E+12,Martha Grimes
9.78043E+12,Michael Levin
9.78039E+12,Belva Plain
9.78014E+12,Rosemary Wells
9.78014E+12,"Joe Dominguez,Vicki Robin"
9.78014E+12,Elizabeth Pope
9.78006E+12,Barbara Taylor Bradford
9.78074E+12,James Lee Burke
9.78079E+12,Michael J. Fox
9.78045E+12,John Gilstrap
9.7804E+12,"Lawrence Sanders,Vincent Lardo"
9.78031E+12,"Robert Ludlum,Gayle Lynds"
9.78055E+12,Leslie Glass
9.78074E+12,Julie Parsons
9.78006E+12,Stephen Horn
9.78045E+12,Thomas Harris
9.78045E+12,Robert K. Tanenbaum
9.78014E+12,Graham Greene
9.78044E+12,Jack Olsen
9.78035E+12,Anne Rice
9.78044E+12,"Nathaniel Hawthorne,Joel Porte"
9.78044E+12,Kurt Vonnegut
9.78067E+12,Stephen King
9.78045E+12,Nelson DeMille
9.78037E+12,Alice McDermott
9.78067E+12,Jude Deveraux
9.78067E+12,Mary Wesley
9.78081E+12,William Shakespeare
9.78039E+12,William Poundstone
9.78055E+12,Sara Donati
9.78067E+12,Laraine T. Zappert
9.78047E+12,Christopher M. Byron
9.78055E+12,"Gaston Leroux,Lowell Bair"
9.78032E+12,James Patterson
9.78185E+12,"Caitlin Matthews,John Matthews,Christopher Down,Li"
9.78038E+12,Booth Tarkington
9.78157E+12,Tim Sandlin
9.78038E+12,Ursula K. Le Guin
9.78045E+12,Joseph D. Pistone
9.78097E+12,"Jonathan Baird,Carol M. Allen"
9.78039E+12,Thomas Keneally
9.78052E+12,Lee Child
9.78044E+12,Charlaine Harris
9.78089E+12,Scott Adams
9.78014E+12,John Bellairs
9.78014E+12,John Bellairs
9.78031E+12,Piers Anthony
9.78038E+12,Mark Helprin
9.78044E+12,Tony Strong
9.78039E+12,Alistair MacLeod
9.78035E+12,Rikki Ducornet
9.78037E+12,Kirsten Bakis
9.78043E+12,Alice Hoffman
9.7819E+12,"John Colby,Inigo Surguy,Rudiger Voigt,Jeffrey Haas"
9.7814E+12,Amy Tan
9.78095E+12,R. D. Ginn
9.78087E+12,"Rick Fields,Peggy Taylor,Rex Weyler,Rick Ingrasci"
9.78068E+12,"David Breashears,Jon Krakauer"
9.78031E+12,Walter Satterthwait
9.7806E+12,William Mize
9.7804E+12,C. J. Box
9.78032E+12,Peter Moore Smith
9.78079E+12,Denise Mina
9.78045E+12,Walter Mosley
9.78043E+12,Ron Franscell
9.78032E+12,Marc Brown
9.78039E+12,Ian McEwan
9.78038E+12,Amanda Foreman
9.78006E+12,David Starkey
9.78067E+12,Elizabeth Jane Howard
9.78031E+12,"Charles Spencer, Earl Spencer"
9.78031E+12,Maria Perry
9.78088E+12,Nancy Mitford
9.78038E+12,Nancy Mitford
9.78067E+12,Natalie Zemon Davis
9.78032E+12,Simon Mawer
9.78089E+12,"Scott Adams,Nancy Singer"
9.78043E+12,Iain Pears
9.78074E+12,Austin S. Camacho
9.78035E+12,Terry Brooks
9.78006E+12,Gregg Hurwitz
9.78014E+12,Rosemary Wells
9.78044E+12,Jack Olsen
9.78001E+12,Colin Bateman
9.78075E+12,Sara Maitland
9.78014E+12,Anita Brookner
9.78014E+12,Anita Desai
9.78039E+12,Alice Hoffman
9.78074E+12,Mary Higgins Clark
9.78006E+12,Anne Rivers Siddons
9.78055E+12,Iris Johansen
9.78035E+12,Earl Emerson
9.7804E+12,Nevada Barr
9.78089E+12,Marcia Muller
9.78055E+12,Iris Johansen
9.78044E+12,Joseph Kanon
9.78068E+12,"Bernhard Schlink,Carol Brown Janeway"
9.78044E+12,Alex Haley
9.78045E+12,Dick Francis
9.78067E+12,Gil Brewer
9.78068E+12,Kinky Friedman
9.78038E+12,Carolyn Hart
9.78045E+12,Faye Kellerman
9.78045E+12,Lydia Adamson
9.78043E+12,Dean Koontz
9.78045E+12,Faye Kellerman
9.78067E+12,Jeffrey Archer
9.78055E+12,Jonathan Kellerman
9.78003E+12,E. V. Cunningham
9.78067E+12,Douglas Adams
9.78044E+12,Susan Dunlap
9.78035E+12,Gillian Roberts
9.78035E+12,Fay Weldon
9.78049E+12,"Edward Lear,Children's Dover Thrift"
9.78091E+12,Stuart R. Kaplan
9.78157E+12,Mike Myers
9.78081E+12,Sarah Lyddon Morrison
9.7804E+12,Joshua Halberstam
9.78031E+12,Bruce Porter
9.78067E+12,Mark Christensen
9.78035E+12,Frederik Pohl
9.78159E+12,MATSURI AKINO
9.78159E+12,Mari Akino
9.78193E+12,Kanan
9.78193E+12,Sakurako Gokurakuin
9.78159E+12,Ken Akamatsu
9.78157E+12,"Yukito Kishiro,Yukito Kishiro"
9.78074E+12,Byron Preiss
9.78159E+12,Masami Tsuda
9.78006E+12,R.L. Stine
9.78055E+12,Rachel Hawthorne
9.78159E+12,Masami Tsuda
9.78159E+12,Masami Tsuda
9.78156E+12,Mark Kalesniko
9.78159E+12,Reiko Momochi
9.78159E+12,Reiko Momochi
9.78159E+12,Tokyopop
9.78159E+12,"Rei Idumi,Tatsuya Hamazaki"
9.78159E+12,"Rei Idumi,Tatsuya Hamazaki"
9.78193E+12,"Miwa Ueda,Dan Papia"
9.78193E+12,Miwa Ueda
9.78193E+12,"Miwa Ueda,Miwa Ueda"
9.78193E+12,"Miwa Ueda,Miwa Ueda"
9.78087E+12,"Beverley Birch,Tony Kerins"
9.78082E+12,Christopher Hart
9.78159E+12,Masami Tsuda
9.78159E+12,Masami Tsuda
9.78159E+12,Clamp
9.78193E+12,"Masami Tsuda,Masami Tsuda"
9.78193E+12,Masami Tsuda
9.78159E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78157E+12,CLAMP
9.78159E+12,Hinako Ashihara
9.78159E+12,Tokyopop
9.78159E+12,Tomoko Taniguchi
9.78022E+12,John Burningham
9.78075E+12,Barrett
9.78184E+12,Storytime Collection Childrens
9.78055E+12,Richard Brightfield
9.78057E+12,"Terry Deary,Barbara Allen,Philip Reeve"
9.78033E+12,Quentin Blake
9.78014E+12,Dreamworks
9.78075E+12,"Angela Sommer-Bodenburg,Amelie Glienke"
9.78059E+12,"Kjartan Poskitt,Chris Fisher"
9.78075E+12,"Phil Roxbee-Cox,Sue Hellard"
9.78001E+12,Michael Morpurgo
9.78186E+12,Alan Gibbons
9.78033E+12,Apsley Cherry Garrard
9.7801E+12,Bruce Chatwin
9.7834E+12,Stephen King
9.78349E+12,Anna Wimschneider
9.78345E+12,Philip Pullman
9.7834E+12,Andreas Eschbach
9.78326E+12,Friedrich Dürrenmatt
9.7836E+12,"Virginia Woolf,Klaus Reichert,Brigitte Walitzek"
9.78315E+12,John S Mill
9.78388E+12,Michael Sontheimer
9.78315E+12,"Heinrich Von Kleist,Helmut Sembdner"
9.7835E+12,"P. D. James,Phyllis D. James,Thomas Schlück"
9.78345E+12,Philip Pullman
9.78342E+12,Marcel Reich-Ranicki
9.78326E+12,"Charles Dickens,Richard Zoozmann"
9.78186E+12,Irma Kurtz
9.78343E+12,Edward Rutherfurd
9.78343E+12,Craig Smith
9.78344E+12,"Björn Larsson,Knut Krüger"
9.78055E+12,Tom Robbins
9.78156E+12,Troy Denning
9.78075E+12,Wendy Holden
9.78039E+12,"Philip; Slattery, Joan (editor) Pullman"
9.78184E+12,"Joris-Karl Huysmans,Simon Callow"
9.78044E+12,Robert Louis Stevenson
9.78184E+12,"Homer,George Chapman"
9.78379E+12,"Isabel Alcántara,Sandra Egnolff"
9.78184E+12,Catherine Crowe
9.78034E+12,Gina Wisker
9.78057E+12,Nikos Kazantzakis
9.78035E+12,Douglas Adams
9.78076E+12,Deborah Grandinetti
9.78014E+12,David Colbert
9.78071E+12,Jarrold Publishing
9.7808E+12,Alexander Trocchi
9.7803E+12,Judith Herrin
9.7819E+12,Roger Highfield
9.78057E+12,Sylvia Plath
9.78016E+12,"Charles Dickens,Carlo Fruttero,Franco Lucentini"
9.78184E+12,Richard Taylor
9.78031E+12,Lee Strobel
9.78006E+12,Erma Bombeck
9.78044E+12,Danielle Steel
9.78067E+12,Barbara Delinsky
9.78052E+12,W. E. B. Griffin
9.78045E+12,David Ambrose
9.78061E+12,Hermann Hesse
9.78092E+12,"Rudolf Steiner,D. Osmond,J. Collis"
9.78045E+12,"Gina Ingoglia,Carlo A. Michelini"
9.78031E+12,Gail Tsukiyama
9.78045E+12,Terry Pratchett
9.78044E+12,Lois Duncan
9.78014E+12,Cate Tiernan
9.78045E+12,Sidney Sheldon
9.78013E+12,"Matilde Olivella Castells,Elizabeth Guzmán,Paloma"
9.78081E+12,Christopher Kendris
9.78076E+12,And The Language Experts At Berlitz
9.78031E+12,David A. Van Meter
9.78158E+12,Kathy Herman
9.78068E+12,Al Roker
9.78031E+12,D. J. Donaldson
9.7804E+12,Robin Cook
9.78043E+12,LaVyrle Spencer
9.78188E+12,Michael H. Brown
9.7808E+12,"Arthur Conan, Sir Doyle"
9.78045E+12,Marge Piercy
9.78045E+12,Daniel Defoe
9.78076E+12,Jeff Coghill
9.78055E+12,Mary Shelley
9.78067E+12,Eugene C. Kennedy
9.78052E+12,Patricia Sargent
9.78067E+12,Garson Kanin
9.78067E+12,Twain
9.78055E+12,Nathan Pritikin
9.78084E+12,"Tim LaHaye,Jerry B. Jenkins"
9.78055E+12,Tami Hoag
9.7804E+12,"Rachel Carson,Al Gore,Lois And Louis Darling"
9.78059E+12,Louisa May Alcott
9.78045E+12,Kay Mills
9.78043E+12,John Sandford
9.78157E+12,Emily Bronte
9.78055E+12,"Charles Dickens,John Irving"
9.78039E+12,Susan Sheehan
9.78035E+12,John Saul
9.78079E+12,Edith Deen
9.78E+12,Ian St.James
9.78014E+12,John Buchan
9.78067E+12,Carolyn Keene
9.78067E+12,Garrison Keillor
9.78067E+12,Larry McMurtry
9.78067E+12,Roz Levine
9.78072E+12,"Hans Christian Andersen,Enid C. King,Brian Price T"
9.78006E+12,Harper Collins Publishers
9.78049E+12,Emily Dickinson
9.78049E+12,August Strindberg
9.78049E+12,R. K. Gordon
9.78049E+12,Robert Browning
9.78049E+12,Fyodor Dostoyevsky
9.78006E+12,Francesca Lia Block
9.78021E+12,"Charles S. Carver,Michael F. Scheier"
9.78045E+12,"Calvin S. Hall,Vernon J. Nordby"
9.78044E+12,Michael Kanaly
9.78002E+12,Richard H. Green
9.78031E+12,Sylvia Brownrigg
9.78038E+12,Peter Singer
9.78052E+12,Dick Francis
9.78035E+12,Lewis Grizzard
9.78032E+12,Breena Clarke
9.78094E+12,Louise Hay
9.78097E+12,Janet Kagan
9.78067E+12,"Colonel David H. Hackworth,Julie Sherman"
9.78067E+12,Robert Bramson
9.7804E+12,"Patricia Cornwell,Michele Hall"
9.78067E+12,David McCullough
9.78037E+12,Jamaica Kincaid
9.78014E+12,Robert Graves
9.78185E+12,O. Henry
9.78188E+12,Holly Thompson
9.78081E+12,Jack Whyte
9.78045E+12,Kathleen Givens
9.78039E+12,Jim Harrison
9.78014E+12,Graham Greene
9.78074E+12,Aramis Thorn
9.78038E+12,Nancy Springer
9.78035E+12,"David Eddings,Leigh Eddings"
9.78035E+12,David Eddings
9.78097E+12,Boris Vian
9.78014E+12,Nadine Gordimer
9.78045E+12,Sidney Sheldon
9.78081E+12,Gilles Perrault
9.78039E+12,Stephen Knight
9.78071E+12,Morris L. West
9.78006E+12,Isabel Allende
9.78006E+12,Barbara Taylor Bradford
9.78045E+12,Barbara Wood
9.78067E+12,Jude Deveraux
9.78006E+12,Isabel Allende
9.78037E+12,John Steinbeck
9.78045E+12,Victoria Holt
9.7804E+12,Jean Plaidy
9.78068E+12,Amy Tan
9.78038E+12,Barbara Wood
9.78038E+12,Christina Dodd
9.7808E+12,Ethel Barrett
9.78044E+12,"Scholastic Books,Tracy West"
9.78044E+12,"Amy Keating Rogers,Keith Batcheller"
9.78044E+12,Tracey West
9.78045E+12,Judith Gould
9.78035E+12,Gore Vidal
9.78045E+12,Irving Wallace
9.78044E+12,Stephen Coonts
9.78045E+12,Margaret Maron
9.78055E+12,BH&amp;G Editors
9.78035E+12,Simone Simmons
9.78039E+12,Mary Higgins Clark
9.78068E+12,Ed McBain
9.78043E+12,Peter J. Heck
9.78043E+12,Peter J. Heck
9.78043E+12,Peter J. Heck
9.78055E+12,Laurie R. King
9.78039E+12,Richard Ellmann
9.78189E+12,T Cooper
9.78055E+12,Natalie Goldberg
